unit_id,ori_dg,tf_dg,preferred_orientation,preferred_temporal_frequency,osi_dg,dsi_dg,cv_os_dg,cv_ds_dg,peak_dff_dg
1632,1,3,45.0,8.0,0.13978494623655915,0.0,0.13300340727798904,0.6516131934218201,0.7066666666666667
1633,1,1,45.0,2.0,0.23961661341853033,0.0,0.15093671062623404,0.6922227842552146,2.5866666666666664
1634,2,1,90.0,2.0,0.12544802867383512,0.0,0.08888067685796619,0.6872987390424377,2.0933333333333333
1635,1,2,45.0,4.0,0.03961584633853515,0.0,0.02357824490979531,0.6620005107229079,11.54666666666666
1636,1,1,45.0,2.0,0.2121212121212121,0.0,0.18649378618832715,0.6612765245153692,0.26666666666666666
1637,0,1,0.0,2.0,0.030219780219780185,0.0,0.03575297583545527,0.6590548783240423,5.0
1638,1,4,45.0,15.0,0.1502487562189055,0.0,0.08232060028232416,0.6820910385542419,7.706666666666667
1639,0,1,0.0,2.0,0.11531841652323582,0.0,0.06794091265549666,0.6363703035507828,17.28
1640,0,1,0.0,2.0,0.03445480340494521,0.0,0.017602673212583377,0.6499058734087861,17.013333333333332
1641,2,3,90.0,8.0,0.2256267409470752,0.0,0.12039329509036939,0.6878884702956718,2.933333333333333
1642,0,4,0.0,15.0,0.5769230769230769,0.0,0.30653602513420086,0.549924936393124,0.5466666666666666
1643,1,1,45.0,2.0,0.21827411167512686,0.0,0.10072980406373103,0.6855985391571193,9.6
1644,0,1,0.0,2.0,0.06167400881057272,0.0,0.03296901797251016,0.6461493078872947,6.426666666666667
1645,2,1,90.0,2.0,0.1647058823529412,0.0,0.08880535193638044,0.6830697938305342,1.32
1646,0,2,0.0,4.0,0.07926829268292683,0.0,0.05109414164129819,0.6528836923624702,2.36
1647,2,1,90.0,2.0,0.04273504273504272,0.0,0.0260613983391584,0.6564376594109506,1.6266666666666667
1648,0,1,0.0,2.0,0.07823310271420965,0.0,0.04323095860081026,0.6482550980302243,13.506666666666666
1649,1,1,45.0,2.0,0.03522205206738132,0.0,0.0190474381006095,0.6599792299304161,13.52
1650,0,1,0.0,2.0,0.04779080252479714,0.0,0.025147827162837484,0.6463122655061806,7.746666666666667
1651,2,3,90.0,8.0,0.18918918918918917,0.0,0.1040015698468646,0.6760921081150436,0.5866666666666667
1652,3,3,135.0,8.0,0.05234657039711192,0.0,0.030247479747359206,0.6422546809677253,7.773333333333333
1653,0,1,0.0,2.0,0.01706484641638227,0.0,0.01614739473098166,0.6552389036245396,5.96
1654,0,2,0.0,4.0,0.0909090909090909,0.0,0.0462280312140682,0.6437881297171707,2.64
1655,0,3,0.0,8.0,0.0311926605504587,0.0,0.022343522825597185,0.6447405996565021,11.24
1656,0,2,0.0,4.0,0.030588235294117676,0.0,0.015931703931914457,0.65026067315267,20.44
1657,0,2,0.0,4.0,0.1811023622047244,0.0,0.0966451125395266,0.6366431734326861,1.0
1658,3,3,135.0,8.0,0.023520673434018303,0.0,0.012827094601489073,0.6487901590954999,27.56
1659,3,3,135.0,8.0,0.03391572456320661,0.0,0.017615799262071012,0.6498576206420238,13.413333333333334
1660,1,3,45.0,8.0,0.07178217821782179,0.0,0.04625228646302751,0.6708185429174127,5.773333333333333
1661,0,1,0.0,2.0,0.03531838102603767,0.0,0.021314627942081648,0.6452666449117392,26.773333333333333
1662,0,1,0.0,2.0,0.1279620853080569,0.0,0.07336507525697254,0.6333311110890556,1.5866666666666667
1663,3,2,135.0,4.0,0.0460567823343887,0.0,0.025597424571251814,0.6441582266399029,22.106666666666666
